"","chrom","loc","gc","gcranrange","rate","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16"
"chrZ_79130000_79140000","chrZ",0.0616059067835718,0.349256672520343,0.0502420331150163,-5.75897819753654,2.02252310628619,-7.78668292291356,3.25722077599051,-0.776621505638904,-2.54528055642339,-3.32272617810583,-3.47498894204923,0.126149321116281,-0.72516701315641,3.69721908516847,-2.57868038382745,-0.351222503831021,-4.06894645541926,1.15005015040839,-3.63954816539755,-0.129063538730745
"chr4_83510000_83520000","chr4",0.169647755953034,0.514301601276255,0.0825289747766291,-6.64541406350449,11.7658643613385,1.67257908380795,-0.0274727644151126,0.387450292294974,-0.967359376980247,0.172479563631374,-0.37391589889352,-0.326281379252012,-0.459315191905912,0.0411649547130534,0.229842103201931,0.2239812411209,-0.253533635371393,-0.10302129778103,-1.3633135739502,-0.0779888307380308
"chr4_48350000_48360000","chr4",0.941292658839021,0.382847748979245,0.0371468687586606,-6.27125348902471,3.39576777188903,0.751506449990043,-0.811645306172083,-0.972588316556274,1.48586219626555,0.0312822762105246,0.0280262395233244,0.51298622908612,-0.0345003754204136,-1.53679718043649,1.35539514469953,0.084284049014619,0.0369534213259547,0.0676265517949123,0.58899421315597,-0.323344059746718
"chr2_123160000_123170000","chr2",0.397108622036989,0.345505719337495,0.0302067708407215,-6.64103088136378,13.989487466256,4.57046902255247,1.8473716795093,2.26200518922312,1.44431186268663,0.240931397239511,-1.47132977030324,0.757801550320871,1.02725743744754,0.966144405345043,-0.244811811891478,0.0279314240144549,1.15755111365701,0.791946542718179,-0.0516426303189561,0.607796623580721
"chr7_7330000_7340000","chr7",0.379122305894573,0.34127208602945,0.0453371410288529,-5.71982117480409,-8.50675637523071,-1.41466439790481,-1.05133516926006,1.79414035824064,-1.38613744750047,-0.219399918646734,-2.18350686918031,0.155568408968912,-0.923476953446577,-1.54598960892987,0.57436686367838,-1.39880633862303,0.940450182696249,-0.754305669165558,-0.380796021502107,0.472710537987529
"chr1_145540000_145550000","chr1",0.530228799434315,0.455531382734686,0.0533528300966333,-6.14505883103248,1.33388871867576,-9.34253674945679,0.692815031020412,0.846128275417875,-1.10816517721533,-3.2808068776035,4.68396489489593,2.12711423628209,0.883422345140883,-0.922422895782181,1.15074350717929,3.4333205818024,2.1421221567418,-1.34249413600672,-4.06842064929534,1.11385066695443
"chr18_10380000_10390000","chr18",0.137991266375546,0.479869717000372,0.0815829186296567,-6.08471766207549,-1.90148447388944,-0.935794883053197,0.00175551492456682,-1.2956594768527,0.481076412650129,-0.291936756732186,0.908776236453546,0.192638356533679,0.0793350404803128,0.578625781972481,0.0399858818102639,0.0618061194297248,-0.20355592267876,-1.84878727347683,0.19662181573913,-0.794274160297272
"chr9_17110000_17120000","chr9",0.558238034731046,0.384204705041357,0.0348640496234402,-6.05022771082091,-2.8767549045613,-1.08596422271746,-0.354919515117169,-0.132095226383903,-0.73387242464688,0.879546401280327,-0.939562363724963,-0.0900567526556096,0.0391044629185058,0.491653451582928,0.25512120123484,0.269398294152076,-0.152946441701249,0.137594301764731,0.346988260289319,0.754134153812155
"chr2_72690000_72700000","chr2",0.945558739255014,0.347911977589585,0.0313914066217473,-6.47208465824613,10.3814784378565,2.61533228354254,1.12922533132953,1.44865986246688,0.224913787644193,-0.634028296019771,-1.84507724645158,-0.0247681961182478,2.11104570144253,-0.904155778244981,-1.4270137285178,-0.0443218960403871,-0.268305078393645,-0.942544532696305,0.813736612714771,-0.202781005099913
"chr1_30610000_30620000","chr1",0.308803474922976,0.438408035869892,0.0529248491670683,-5.32875441519488,-11.6741902154766,1.48131077899995,2.99524752200443,4.2573192008167,-0.692556307872288,1.32982817621925,-0.0940619001857515,0.492403140717156,2.8627255607012,0.248403024182321,0.957645131768614,0.526420807548892,-0.235147357610887,-0.351039630915385,0.651945071156126,-0.271658282034674
"chr1_162220000_162230000","chr1",0.361735441183898,0.397761209804295,0.0428127246401499,-5.75682544601816,-5.60001688607615,0.796040118497776,-0.932993250718947,-1.14034792534425,-0.475828566085245,0.074410105167107,-0.767026132311236,0.641495419753827,0.491567618010126,0.171761757605591,-0.283422250293436,-0.511962764540292,0.423248151138696,-0.0186065124360932,0.377823043481211,0.260534913853314
"chr2_104620000_104630000","chr2",0.6385777546236,0.405937469235536,0.0407476196422432,-6.13146713231882,2.29321853957337,0.0768134378835792,-1.07575192759469,-1.30903767716449,0.838303781134304,0.63345834171488,-0.769993406773885,-0.301044581563553,-0.119464595298047,-2.00208778909199,1.04485305785015,0.662389682035463,0.323967419051686,-0.568155289781753,-0.175922121548649,1.1204055629398
"chr2_58990000_59000000","chr2",0.767126855952071,0.376396230751551,0.0515143818563668,-5.62009744468704,-6.5375118683016,1.80230026212955,2.71397056587482,1.27195794718121,-0.219066157579514,-1.14692772559115,-0.311550956148447,-0.213173575005523,-0.583576563032556,0.560647172205252,-0.82385354629326,-0.894420542907255,0.737075215503631,0.328140626263488,0.811313770845483,-0.329064172302564
"chr2_126480000_126490000","chr2",0.353868194842407,0.35747165085917,0.0266903915206558,-6.35771272517832,4.10924357826832,0.666178163401456,2.84877874243317,-0.881331718123177,-0.878042487501418,0.589230487862,-0.159559083004679,-0.736793080263893,0.353998067330356,-1.10747411546873,0.0450580782131519,0.387167303455841,0.402989016033039,0.137735548942377,-0.3359310406327,0.162836310820601
"chr10_13650000_13660000","chr10",0.671547096144461,0.406000567063898,0.0432045964974886,-5.86628098909077,-5.83441658761293,-0.176856787282226,1.01954419039754,-0.420962211384203,0.412526403124212,-0.22302264699166,-1.20249295328799,-0.788195979726038,-0.0696517738078702,0.466980087204643,-0.469521654192811,-0.732737798449924,0.828500509631122,-0.114937978796552,0.503399566166924,0.0720377506826369
"chr1_12320000_12330000","chr1",0.124046669023688,0.404422656649595,0.090112396196198,-5.91430186117627,1.99736128471276,2.1516431549565,-3.45055868750054,2.78977951657599,0.601464219474118,-0.483537828490424,3.99048257363072,-0.509671367225089,-0.329406971390838,-0.686038585831082,0.283294714260228,0.0434928131817331,0.294818319199939,0.664438942455186,0.0741230256796206,0.794002349995516
"chr2_138880000_138890000","chr2",0.192367804115655,0.485636471840214,0.0536602919156752,-6.38254771398569,5.83833508212216,0.79892743367878,-0.116181980752763,-0.346708839272924,0.406267722735673,0.0479819867228418,-0.267728125079721,1.86292408456745,0.105931315524985,0.682484769796379,-0.503998924850981,-0.605788770562907,-0.282147480530386,0.277960960231885,-0.0925725720994042,-0.354272908504434
"chr20_7710000_7720000","chr20",0.96695886716116,0.450570932567555,0.0548736669544737,-6.61324517580589,9.43839818647985,1.82349811886953,2.11053765262788,-1.05864844271556,-0.697487970223793,-0.250614322532397,-0.15474285273176,-0.571377407545289,0.58160844137321,-0.68353785894683,0.149536336455777,-0.823766091801265,0.723373703320261,0.223206248463481,0.327498199253713,0.130094031209673
"chr10_18080000_18090000","chr10",0.239141044411908,0.475068959600892,0.0858914220518125,-6.2548678853124,5.05532727467477,1.00591321660052,-1.97096479355656,-1.0576878119997,-0.978062705854107,-0.977441665370169,-0.709121677550216,-1.12427776106769,-1.97284186458034,-0.0967402106578606,-1.05374393633803,0.64372825319165,0.426253276763947,-0.286631666643016,0.093258590415661,0.561183889602408
"chr5_34580000_34590000","chr5",0.889709423663509,0.361465259562008,0.041867091461575,-5.85282479715261,-4.24807323321359,0.238640508514259,-0.660967705404259,1.65090268607161,-2.94840592265615,0.973050056788257,-0.0832501556900224,-0.54526889147383,-0.541708455119105,-0.402163332548785,-0.216537633770361,-0.40336884195298,-1.0272961590022,0.967785846415711,-0.762738839710559,0.149663424298829
"chr3_83050000_83060000","chr3",0.525914093006745,0.41618573128175,0.0442644126991185,-6.06040629719729,-1.97485081500216,-0.253772696494429,2.5268128957264,-2.30521458575921,-1.11611408844647,-1.06448154271474,-1.3860234034109,-0.944260504565237,1.7597729521749,0.603235560893507,1.29193583946912,-0.989225411830421,0.782722308799813,-0.558293896224834,-1.31670822140422,0.116373630078232
"chr5_2810000_2820000","chr5",0.0902231497832718,0.317512979690966,0.0585952690439987,-6.26266237566962,4.35432393918745,0.295331483994196,-1.44168409444118,-1.76118463329079,-0.847481748457904,-0.0211882616538917,-0.741676485006591,-1.8005185061929,-0.795679892084701,0.942767337953192,-0.0219604239184239,0.263462501939971,1.97567157010121,-0.729165319319864,0.773645645193763,-0.522746381203196
"chr2_1830000_1840000","chr2",0.0226621516019797,0.462582710779082,0.0639850977501596,-5.92893957458743,-4.76419725308605,-1.07980078520925,-0.503903952830502,-0.770702302238545,-0.843295219935664,0.742226635730908,-0.852361500297348,0.675926968244085,0.169155260985583,0.173847277719299,0.747019426876102,-0.846306267346091,0.729282206003604,-0.383313248936588,-0.236257589393041,0.439303095250464
"chr1_111130000_111140000","chr1",0.87782211222789,0.370999556704619,0.0352484412702466,-5.89426027178679,-4.66294911017536,-0.429510014816554,0.935891531209603,0.105036792432209,-0.707359851004577,0.814884687494249,1.30685800416011,0.196055216475036,-0.620353988017771,-0.411353814320224,1.05600196416117,0.163954747319562,-1.27266289625274,-0.0282011230601068,0.969473033977156,1.73239700135134
"chr4_42490000_42500000","chr4",0.930099857346648,0.350184245697768,0.0953806590977677,-6.33956764526952,5.05751809984146,0.671670997628824,-0.973978009704994,-0.6278881221916,-0.582518790307885,0.479202749222142,0.228474909130866,-0.400394655177199,0.800414606032695,0.815186287448729,0.166140597997182,0.0110687938934776,0.320522480724359,0.315885085276707,-0.295147846885384,-0.348674957105135
"chr3_32620000_32630000","chr3",0.578984735534256,0.337234741741769,0.0321276924287439,-6.28362149916866,-1.30665862090777,-0.738669060202161,1.53237990282841,0.0940924387526096,0.0262974911866823,0.0120236541948223,0.0551200685810608,1.00032021368527,-0.117840222830747,0.941766565476003,-0.391429716759743,-0.442408839074483,-0.304543695796103,0.378694185737643,-0.145619730664542,-0.113101276185118
"chr2_102000000_102010000","chr2",0.672701224277156,0.38563637057096,0.048849565629226,-6.39772311555497,6.53585329548826,1.04773981637523,-0.114747241230391,-0.869793497984895,-0.239181896220766,0.321472310068211,0.988193245294477,0.10918044040409,0.459487131224309,-1.20751070886461,-0.416762722158896,0.657422826686136,-0.978924262193032,-0.378650639977857,-0.478896897292532,-0.0981283585108818
"chr1_82740000_82750000","chr1",0.835395727056922,0.532001128401757,0.0522422162023247,-5.91948346339538,-1.89472555943452,1.34601379158451,-0.0908357880106991,-0.841996755189468,0.424283859740982,0.228905929709008,0.628019534769983,0.070999587138453,-1.15931497667968,0.534519881754476,0.303416155270941,0.157087870967581,0.325550808221508,1.52707111135906,0.0633663592250899,0.408101935157491
"chr4_28030000_28040000","chr4",0.612751015033469,0.31841672501099,0.0394122998388532,-6.03390361655309,-1.37226104699407,0.196101744994814,-0.171357070263547,-0.283197191360773,-0.277083725391801,0.917450810911613,-0.124618310614707,-0.251000681722448,-0.495287754718425,-0.381337859532584,0.203477635873477,0.568104625142565,-0.373933735947235,-0.220413852641751,0.205041037768231,0.986582366163424
"chr3_65020000_65030000","chr3",0.845935392261271,0.41650042032095,0.0437011232529344,-5.9629304304364,-4.22401968901235,-0.436155601062049,-0.605518438299678,-1.75412033127045,-0.0251304776239502,0.371542854960003,0.443156035581614,0.0814559164676189,0.745249241757576,0.611322403543033,-0.893646393611925,-1.25958960272234,-0.330442854081506,0.979001959328781,-0.68733973269753,0.707460179470406
"chr25_320000_330000","chr25",0.508064516129032,0.559517013921923,0.105695558926124,-5.94387375454513,-2.64361142494563,0.257532275218413,1.41954281209904,0.665470312769471,0.674655222828228,0.583523326798319,-0.883687009177676,0.965442548031127,-0.484494837991595,-0.705974670217027,0.195205296914201,0.928932508087616,-2.3671230868595,-0.42955765958063,0.0524655354120533,-0.072500969497109
"chr5_43410000_43420000","chr5",0.606196821319634,0.344083675682984,0.0321507289941633,-5.87827748780511,-4.66037260176679,-0.54894590132986,-0.288476633488376,2.01002577518298,0.140444075579067,0.414967015501377,1.29610941880879,0.931426083818349,0.332034417741748,-0.97316343061123,0.239625084857961,-0.644397361985888,1.22654065338987,0.782408172424877,-0.340495059536334,0.0911573342804361
"chr9_16290000_16300000","chr9",0.627700127064803,0.412216164399976,0.0428088753198728,-5.98612876089156,-4.34828930409328,-1.39426829195269,-1.77338944216748,-0.117427798217947,0.370806541610163,0.848479542638032,0.958358648144906,0.174606607329767,0.433160430787895,0.733647295468433,0.487117767847221,-0.620241532868856,0.613858593034224,-0.733500591657342,-0.231652839699946,-0.501752787560741
"chr3_83230000_83240000","chr3",0.522719204827831,0.321324595161935,0.0278927469714341,-5.56532107233505,-8.99238416674473,0.598928077815905,1.98348504693591,1.43384302129404,1.65262443965446,-0.817901219639938,0.705533363549597,1.031587927884,1.31219606444947,2.00550336777343,0.627129885933236,-0.217011083488299,1.42531428605748,0.815620780501648,0.747623083351396,0.349593735427907
"chr4_22710000_22720000","chr4",0.495994732799298,0.346421389880408,0.0382055067640292,-6.12879919276496,0.582518783246705,0.176737917560064,0.365047601317696,0.446751045667233,0.155752492208501,0.425424699871209,0.903019009543358,-0.66745850603762,-1.5821178339015,-0.499440216722247,0.557919326484015,0.611909754602419,-1.48298559485613,-0.457812975037066,0.692445256518997,1.06968695252457
"chr8_7360000_7370000","chr8",0.503795721187026,0.403809564141578,0.0556996636471872,-5.72835634299621,-5.27348218593385,1.11030102021373,-1.69816195662213,3.01120515793892,-0.892771275346336,0.539691115982267,-0.282808579040267,-0.72251355176471,-0.980639909928511,-0.165149278203383,0.140237449536477,0.385871742713828,0.287310383602965,0.840435127394678,-0.475394283491791,-1.19927615627987
"chr5_55810000_55820000","chr5",0.208059078503773,0.438015995277058,0.0534524849502281,-6.00801004518743,-0.650867543934259,0.20532447369927,-2.19326172216679,0.625412067695822,0.540774209756953,-0.952482716075221,0.268932454358456,-0.0903843113251875,0.541275842090859,-0.243039589855357,-0.551497064615001,0.50603974163364,0.567217325271382,-1.03131384028613,0.586188831479999,-1.07273893515447
"chr4_12370000_12380000","chr4",0.269066169208823,0.467388628261727,0.0612858236610022,-5.85543042894452,-5.01525965126178,-0.111017913604343,0.659849297804712,-0.0657021338307298,-0.0334486114602547,1.35117326823997,0.143059248643636,0.182153760334104,1.24238624279067,0.691045115378825,0.328570513851565,0.435940236703222,-1.14549338166066,0.837753245243278,-0.657646276587969,0.967711515580829
"chr3_72100000_72110000","chr3",0.720269790557331,0.384469213534133,0.0307196314424146,-7.0474063894353,29.8295974117083,-18.4681392218457,-0.973641751196733,3.13340810202945,-2.30868254179986,-1.46902767822516,-0.759373800042744,-1.20921748888421,0.0502217008338129,-1.45767485709193,-5.00984528743104,-0.212390877891912,-7.96395512238385,2.61631224698894,-8.17549689916894,-6.48085321034843
"chr5_51270000_51280000","chr5",0.353828864986354,0.391042392983706,0.0383217576707086,-6.12955186007373,-1.23493646161757,-0.756833121837761,1.24006335283886,0.0354032257747765,-0.223800258123889,0.389589663568022,-0.27775569878839,-0.0676527994494132,0.455572453252192,0.17630984460758,0.143340623784677,-0.121793252564666,0.192587869852044,-0.575870559756732,0.100561609213435,0.388078583582926
"chr2_61110000_61120000","chr2",0.794738213076322,0.419376693766938,0.0302712069807715,-6.25936503890846,2.90241837737866,1.10910422799375,4.1216820899567,-1.00738811674938,0.781103243800783,-0.00676236244386242,-0.00603152501661157,0.401812368048854,-0.140565002782453,0.271211027320681,0.153131773885933,1.22322038866563,-1.16324390775686,0.625018882239197,0.580723916343207,0.224926544942106
"chr2_94560000_94570000","chr2",0.769601458713207,0.358648821635667,0.0411635878880213,-6.04472214360079,-1.81877871111203,0.621954158765601,0.782542422774059,1.64828842763806,-2.98790651755525,1.04158176842767,-0.0325948860899853,-1.19875984137545,-1.10410567617914,-1.11612842473741,-0.849080288739371,-0.162102497187363,0.567383761552198,0.0746437237711596,-0.505592832985638,-1.41689933952234
"chr2_47870000_47880000","chr2",0.622297473300339,0.416115846982005,0.0436032390573344,-5.96662089809572,-0.982453219270147,1.03246287089832,2.48083558553532,1.01305590199664,-1.6672147136939,-0.217362034876165,0.488376515337651,0.299220744737261,1.2847858425178,0.149641291922081,0.271970161153257,1.10910259816103,0.034673818565373,-1.11582263429341,0.870358806643877,-0.134323450309384
"chr5_38860000_38870000","chr5",0.752287686627067,0.407135749117254,0.0314386975074352,-5.75628752295453,-7.16744781128314,-0.57526962227002,-0.106625683120584,-1.21569528529163,-0.0561435970051751,-0.0021580104703649,0.0275201379298637,0.703705596492705,0.0122508402964413,0.278721426941511,-0.426041105597253,0.184401895597161,-0.804560029064815,-0.470628858932679,-0.822570475040127,-1.66130604903193
"chr2_28290000_28300000","chr2",0.367283146652774,0.368833612942399,0.0258861487372726,-5.80438139421041,-6.07412279690318,-0.0800444453784086,0.694150852095797,0.293746420867055,1.16608789360005,-0.37248077710828,0.352967508566238,-0.220440818457828,-0.574644039211718,0.2665404888317,0.128654060880379,-0.540286974741467,0.643159273278099,0.678204224218778,0.147682916664307,0.823686451209961
