"","mean.beak.size.pc1","mean.Tarsus.Length","mean.Wing.Length","mean.Hand.Wing.Index","mean.Tail.Length","mean.Mass","mean.Habitat.Density","mean.Migration","mean.Brain.Mass..g.","mean.clutch.size","mean.Maximum.longevity","mean.GenLength","mean.Range.Size","mean.Annualtemp","mean.AnnualPrecipitation","mean.Abundance.estimate.1.1.matched","mode.Habitat","mode.Trophic.Level","mode.Primary.Lifestyle","mean.Latitude.span","mean.Centroid.Latitude","mean.Centroid.Longitude","mean.devmode"
"Trogonidae",3.04894985176928,2.7119818560079,4.95112652669099,3.61941975287536,5.04164934762542,4.51203264427543,0.0224728561187254,0,0.552572374375498,0.882166685931218,2.47455301626091,1.36589198693149,14.3568485247413,22.73734418,7.65418501067083,13.4871639912273,"Forest","Carnivore","Insessorial",2.89901645487706,1.76898265599245,-19.48325581,-2.997647279
"Bucerotidae",4.92068306175475,3.95623848088538,5.72071998278813,2.92174040519842,5.57965862382877,6.94551629171402,0.436427333504814,0,2.50321724216784,0.959082877555461,3.09108630012431,1.95629237983703,14.3777631983466,24.34824232,7.45458532977078,13.5586317342096,"Forest","Herbivore","Insessorial",2.87820655755057,1.03777931164724,66.19843137,-3.02767807334545
"Phoeniculidae",3.71357206670431,2.95556110886471,4.78655380305407,3.01920462973913,5.12997267668488,3.73885938641896,0.693147180559945,0,0.318036674708053,1.08743898818234,2.19362338716093,1.28597289006913,15.2122525755079,23.85351808,6.8363923259982,14.1063221969601,"Woodland","Carnivore","Insessorial",3.28896143243489,-0.425030263603004,23.43,-1.831933191
"Upupidae",4.02177386938726,3.04927304048202,4.95793750509581,3.06339092202781,4.57367951889672,4.20319896713418,1.09861228866811,1.09861228866811,0.171837301053259,1.56861591791385,2.40694510831829,0.907074550239489,17.6743800008311,13.60603137,6.52045784957567,17.054773741101,"Grassland","Carnivore","Terrestrial",4.55261293524942,3.36626081178126,61.74,-1.831933191
"Meropidae",3.63700119340378,2.47933560445922,4.70374103765567,3.49144425940841,4.64922251288207,3.55862311578247,0.674455047566661,0.367724779817625,-0.429235395658573,1.41871754786912,1.96816186675655,1.15004752171523,15.2103617366267,23.77767769,7.21444404441134,15.9616085680658,"Woodland","Carnivore","Insessorial",3.36858147525927,1.57866144596829,48.14692308,-2.76973690626923
"Brachypteraciidae",3.54327548025514,3.72376385596744,4.73356340075649,2.90142159408275,4.92594848592906,4.99247132346858,0.182321556793955,0,0.844990252659592,0.78845736036427,2.53105780069612,1.53303021415157,10.2329117960159,20.94731571,7.31983550884638,11.6610885405332,"Forest","Carnivore","Terrestrial",2.26944187440079,2.92863047001326,47.686,-2.472809267
"Coraciidae",3.60888882841744,3.0842009215416,5.17133590478725,3.5055573969864,4.75924943440704,4.85573433287829,0.693147180559945,0.405465108108164,0.740622194584133,1.22377543162212,2.30297233100773,1.36954989829824,15.6586130733172,23.1376706,7.14274301420193,15.0721244117028,"Woodland","Carnivore","Insessorial",3.47131924533086,1.79023052315214,52.7925,-2.472809267
"Todidae",2.90471287516682,2.53528285711307,3.8150714793517,2.77757626375082,3.51986891137965,1.92861865194525,0.336472236621213,0,-0.848133765992301,1.1314021114911,2.24784099532239,0.922138329301698,10.9273983493628,24.22297851,7.35827921498288,12.5886641356737,"Forest","Carnivore","Insessorial",0.637634470629686,2.95313787592157,-73.066,-2.57643502
"Momotidae",3.7033890632679,3.21486780347066,4.81785927939844,2.84087621675688,5.2284724838097,4.58488898263065,0.207639364965745,0,0.860419395277175,1.20896034583698,2.3619672340744,1.23398003998677,14.5226862142113,23.51274984,7.54718409757999,13.5863696836062,"Forest","Carnivore","Insessorial",2.98451575676363,1.38417673603374,-75.13538462,-2.524622143
"Alcedinidae",3.86420091186712,2.66941059219515,4.61886253348841,3.15086160777135,4.31224593288548,4.39962370308085,0.467190687883205,0.155754529543848,0.560805555880762,1.32239055903889,2.29835596251514,1.18397572810979,15.0577322888926,23.93331311,7.64321640726645,14.3177011989434,"Forest","Carnivore","Insessorial",3.10315789676363,-0.0959540653541414,87.61666667,-2.63270491834409
"Bucconidae",3.42389031916114,2.83321334405622,4.47639481252456,3.06765418448035,4.29104635299152,3.89728638141256,0.228841572315211,0,0.301570184611948,0.931558203823125,2.23244891818486,1.18718030624166,14.6354299352272,24.65528713,7.75436206477515,13.6580260290494,"Forest","Carnivore","Insessorial",2.93099563732625,1.32244131938762,-65.31285714,-2.73187365
"Galbulidae",3.86586271335164,2.53413763424221,4.37987153636683,3.2002591607516,4.38583880361558,3.29973870908959,0.441832752564754,0,-0.346936799669096,0.916290731874155,2.12111117121601,1.02730010393805,14.6189218596332,25.02527926,7.71580871590069,13.7554559542004,"Forest","Carnivore","Insessorial",2.7342231988125,1.32707500145992,-65.55166667,-2.73187365
"Picidae",3.30761228760809,3.044105409827,4.76088514569138,3.05810110370723,4.31368981847131,4.43175995714395,0.391543769717282,0.0494482751859111,0.959296193055178,1.27217466532657,2.30058288992255,1.16860314626788,14.7668259769746,20.42540689,7.34381797064727,14.2019151633337,"Forest","Carnivore","Insessorial",3.04293083245814,2.17500723474696,-13.14492823,-2.77925209132883
"Indicatoridae",2.37490575457367,2.63278771660166,4.41120611741006,3.11490323448522,3.96698456350212,3.30068620006577,0.405465108108164,0.0606246218164348,-0.365110422759834,1.06471073699243,2.18691947457672,1.02299089700079,15.0733513862799,22.68547425,7.309052083772,12.506220693703,"Forest","Carnivore","Insessorial",3.21536968553891,-1.00785792539965,30.19125,-3.19446187629412
"Ramphastidae",3.77103055425747,3.2846635654062,4.66622641159139,2.8246203800637,4.38956016970454,4.7752128075997,0.187816075906116,0.03252319147356,1.07145300364114,1.07295254188753,2.48785431947131,1.33410321430977,14.23127875978,23.18525209,7.5438060792486,13.6963209555315,"Forest","Herbivore","Insessorial",2.82181529908401,-1.278935843997,3.910916667,-4.45798262691429
"Cariamidae",4.13596623691292,5.16421438202456,5.79514548067017,2.37024374146786,5.70727636391046,7.20711885620776,0.693147180559945,0,2.2539934091261,0.78845736036427,3.02795472900294,2.07271734636565,15.0197511549306,22.14566562,6.86435148322948,13.8118182497763,"Shrubland","Carnivore","Terrestrial",3.26804686887465,3.10548313751311,-56.965,-0.018411946
"Falconidae",3.22103222815848,3.82722562584559,5.51921076897499,3.75036271754507,5.03614832127404,5.94571558708567,0.950615474298665,0.50125617287484,1.56523544199649,1.12580334113389,2.66835493616704,1.56771816422023,15.7949503097785,19.75768814,7.18466685860234,14.6878700950941,"Forest","Carnivore","Insessorial",3.55894701974861,0.920598898781923,18.85857143,-0.68370349084375
"Strigopidae",3.99391016496176,3.82719106983888,5.66746421198209,3.4000856529207,5.23962837019936,6.91542578528636,0.510825623965991,0,2.67406588738116,0.980829253136726,3.51081357376968,2.60559341369017,10.7103495788782,8.389122855,7.7925108082015,11.6806746925809,"Forest","Herbivore","Insessorial",2.24035501681265,3.74399875341388,171.0733333,-1.780120314
"Cacatuidae",3.7596485249245,3.21563247569296,5.67864373098082,3.6240869324543,5.17563843691273,6.22235893532933,0.593063722266121,0.0909717779883354,2.47840044275051,0.879845112041035,3.79494111069001,2.6349916480643,14.2413345954667,20.82817079,7.26230092948374,15.076300793002,"Forest","Herbivore","Insessorial",2.65193326144558,2.94681710182144,135.2280952,-2.67705000333333
"Psittacidae",3.38012849830205,2.85343530268255,5.15488779734457,3.64369188364149,4.83695508111255,5.44211857097883,0.387115969625153,0.0588405003943621,1.87110953215552,1.26018874532785,3.09078654516206,1.83473512200061,14.1013076143892,22.42028523,7.45206352546533,14.6436158269341,"Forest","Herbivore","Insessorial",2.72600400488678,1.03110456059524,-61.08329193,-2.53253157646584
"Psittaculidae",3.03368273364273,2.78926767200959,4.88950607596056,3.75754174666569,4.67976158841342,4.61188913620335,0.323547985705318,0.0387860254210261,1.20373929536484,1.23725878191476,2.8385365564696,1.54402312567459,13.126819493953,22.15606498,7.63890001629063,14.3652397594091,"Forest","Herbivore","Insessorial",2.18073379282283,2.23398194152067,116.5486286,-2.2474669744142
"Acanthisittidae",2.56109578814555,3.02529107579554,3.8607297110406,2.73111547403321,2.91235066461494,2.50552593699074,0.405465108108164,0,-0.994252273343867,1.23837423104327,2.04468716011189,0.82894725116237,11.312407146787,7.864411495,7.79749232810868,13.1371859778671,"Shrubland","Carnivore","Generalist",2.13771044980381,3.76398692660074,170.75,-2.6282478965
"Philepittidae",3.01920462973913,2.86647743769673,4.11659517115692,2.9704144655697,3.48124008933569,2.95621151539171,0,0,0.370459479375548,0.847297860244347,2.2286639866106,0.947491431289763,10.7693041807102,20.99516522,7.36577647095683,11.8973417031043,"Forest","Herbivore","Insessorial",2.3494686788929,2.85258335183451,47.9625,-2.11011913
"Eurylaimidae",3.06222201482282,3.10682632105958,4.53206171416745,3.03254624667671,4.25578999906609,4.09933210373314,0.117783035656383,0,0.581209527319081,1.1314021114911,2.23593758833997,1.19807225980196,14.1891741216303,23.70823009,7.72153638310853,13.2419900458582,"Forest","Carnivore","Insessorial",3.23351106256576,1.98807002366618,94.01428571,-2.11011913
"Sapayoidae",2.82137888640921,2.67414864942653,4.38452351487247,2.94443897916644,4.11903717481247,3.03495298670727,0,0,-0.438504962186365,1.00858309783683,2.14987669144992,0.933975028463827,11.5458531492576,25.54160329,8.3269028830107,9.25177018173932,"Forest","Omnivore","Insessorial",2.24177295359729,1.71918877639322,-77.39,-2.11011913
"Pittidae",3.30228685852634,3.73714950495264,4.6770175997897,2.6924696827468,3.81981948916351,4.52843808412337,0.0339015520423481,0.296265815989326,0.60916756676467,1.19027947719393,2.28688385760773,1.27183362824877,13.3197351914265,24.14701054,7.7280538908636,12.5977807008344,"Forest","Carnivore","Terrestrial",2.68310155573824,1.79853645350708,114.4216,-2.11011913
"Calyptomenidae",2.82038633029785,3.01471757330154,4.56867907744025,2.7921870805127,4.04655389838575,4.16485480039241,0.287682072201781,0,-0.0736034840446347,0.741937344729377,2.36630483058233,1.27809452952794,14.0866744701778,23.76516673,7.74869093597774,13.0981823589274,"Forest","Carnivore","Insessorial",2.8953592994072,-1.75253875799785,66.50166667,-2.006493377
"Thamnophilidae",2.90967655268864,3.10447069819802,4.148484376068,2.38503868537891,3.9651755616567,3.02905032184134,0.117783035656383,0.00858374403327191,-0.14332464522084,0.698877855331787,2.12500161376177,1.06235819089011,14.1470977916493,24.02004177,7.66793021979543,13.4682301846735,"Forest","Carnivore","Insessorial",2.62192660337447,1.77010335537643,-62.59637168,-2.02149801091855
"Grallariidae",3.15087976083216,3.75600895537106,4.50576673451598,2.33342536021627,3.80018452991077,4.20683057457401,0.0727593541771652,0,0.753206936987608,0.622529613541114,2.05614740098103,1.16766426258626,12.6221518192863,18.84383998,7.52800097759396,11.5092930424041,"Forest","Carnivore","Terrestrial",2.32920754955415,0.521053143921427,-72.5808,-2.524622143
"Rhinocryptidae",2.70676282278624,3.18272128332268,4.08780274327494,2.19897742619866,3.90076691021163,3.40760952850482,0.261013825342593,0,0.17512908621245,0.719122666988847,2.19732288117091,1.11518536736602,11.898230387986,15.92129819,7.2977440669369,11.6203410981267,"Forest","Carnivore","Terrestrial",2.07344633315225,2.48032039146459,-69.09781818,-2.524622143
"Formicariidae",3.09821364831054,3.54913834475927,4.50027252619596,2.65382864670097,4.11373860932874,4.261857943149,0,0,0.356918914175574,0.693147180559945,2.14724078786279,1.18570782075549,14.2391029397668,21.96848924,7.67851090356773,12.4605140685519,"Forest","Carnivore","Terrestrial",2.96973047118605,1.8539514894845,-66.9,-2.524622143
"Scleruridae",3.02471981022724,3.06859998129053,4.50924216834127,3.08487373313938,4.05698877567833,3.4430541347151,0.830348302047789,0.111225635268119,-0.0924662276725935,0.8690378471849,2.14213746475233,1.09334524712558,14.2963977866405,16.12132272,6.9765500043061,13.0513830699886,"Grassland","Carnivore","Terrestrial",3.06047298028193,2.80766482891809,-67.73235294,-2.41583734870376
"Furnariidae",2.9091613281056,3.09774799451757,4.28853253613274,2.72514264347648,4.34838329052184,3.25168838420691,0.556464193732674,0.0388817874552243,-0.00415361432499196,1.03832005837432,2.14044735671526,1.03480703000567,13.7928734171636,18.21960231,7.24602486440385,13.3298798224157,"Forest","Carnivore","Insessorial",2.68995350492575,2.59376778786127,-65.67306306,-2.524622143
"Dendrocolaptidae",3.63376048166947,3.16580592757166,4.68049590367438,2.93760453218552,4.57380092236293,3.95774591208334,0.111225635268119,0,0.168342826340299,0.748062938247663,2.23933653501613,1.22821777976614,14.9138900078609,23.42989807,7.56336327953916,13.8848340814465,"Forest","Carnivore","Insessorial",3.16169526552657,1.47328122805915,-65.64666667,-2.3491229782009
"Pipridae",2.48525381202022,2.74406063862524,4.15611232131005,2.92584614608982,3.69676494847061,2.66476568609341,0.0606246218164348,0,-0.458929177977489,0.693147180559945,2.15316894124643,0.969452716172628,14.0552019088947,23.99390008,7.67934354468734,13.6495862120241,"Forest","Herbivore","Insessorial",2.69574788632872,1.33673528447551,-63.90212766,-1.686055339
"Cotingidae",3.14016556252831,3.23432509868418,4.86857532855397,2.96883531012905,4.52130350964026,4.69213797186098,0.156346070193325,0.0597192351364048,1.02588547038468,0.430782915792454,2.53644905322865,1.40044133142367,13.7812867608214,21.29528866,7.61579796018945,12.9338469427965,"Forest","Herbivore","Insessorial",2.64527968887982,1.59985366834699,-66.90215385,-1.900016091
"Tityridae",2.83925044754892,2.97552956623647,4.43532343535168,3.05024831072292,4.11779297689151,3.40774452957188,0.257829109256645,0.302280871525108,0.197485993313727,1.00552186548015,2.22929267429387,1.05038758729445,15.0358186048557,23.96563376,7.59561680002329,13.7425891652543,"Forest","Omnivore","Insessorial",3.21900914918012,0.68462613081273,-67.02545455,-2.09082119534146
"Onychorhynchidae",2.78346684038696,2.78037086268184,4.20916023665068,2.79880456437067,4.10016094754354,2.50756467368058,0,0.22314355131421,-0.856230975446492,0.693147180559945,2.00959053585091,0.807066691741391,14.7648700124749,22.44381119,7.59856337551677,12.968895908502,"Forest","Carnivore","Insessorial",3.45883716110857,1.76215899945176,-66.285,-2.11934179899288
"Oxyruncidae",2.88480071284671,3.03013370027132,4.52396013056255,3.26956893918372,4.16355963124357,3.73766961828337,0,0,-0.204532741663682,0.693147180559945,2.42286749596147,1.23319143861984,14.4425424816586,23.08230237,7.51106079670583,13.4084231346141,"Forest","Herbivore","Insessorial",3.639163861868,2.31944221006047,-53.72,-1.93357844196766
"Pipritidae",2.4423470353692,2.81939278863639,4.20965540868359,3.22552036771932,3.90197266957464,2.75153531325471,0,0,-0.0202027073175195,0.801316240676086,2.0711100857862,0.923807037940422,14.696262482591,22.62029417,7.68875450328071,13.2962175199473,"Forest","Herbivore","Insessorial",2.86998006843693,1.74338588500215,-65.83666667,-2.07502589981738
"Platyrinchidae",2.55031284985206,2.68633463434346,4.052171346533,3.03281394867266,3.44077415673838,2.32673555279249,0,0,-0.774313852978606,0.693147180559945,1.9212476212731,0.791983750336012,14.7985592775119,23.22149891,7.59664575210425,13.175247767827,"Forest","Carnivore","Insessorial",3.01858036772423,1.83364756198358,-62.27777778,-2.135148703787
"Tachurididae",2.77258872223978,2.91235066461494,3.92197333628131,2.89591193827178,3.71357206670431,2.05412373369555,1.09861228866811,0,-0.879476758751439,1.25276296849537,1.96428582232211,0.666518417238831,14.6364137670432,14.7818772,6.69383042943589,14.8589730025004,"Wetland","Carnivore","Insessorial",3.81242364020539,3.53427033588652,-65.57,-2.17489653232186
"Pipromorphidae",2.57268780750374,2.81842781305821,3.97003034368533,2.63196006781572,3.80538554727061,2.28096695728736,0.12981161118286,0,-0.703823975224061,0.814099790914317,1.9638930705703,0.844689012443677,14.1443029333714,22.65568192,7.59756711345419,13.6407182888106,"Forest","Carnivore","Insessorial",2.73788355607142,1.89046150261206,-63.73323232,-2.13767168311561
"Tyrannidae",2.80612936977656,2.96737650538168,4.36125270250381,2.98129854110412,4.21958940125066,3.03089120411409,0.615008976459283,0.429147592479383,-0.348044268454882,1.03160157854357,2.14790353467573,0.983830050237761,14.6318148342397,19.86511011,7.31267714356025,15.5824679424393,"Forest","Carnivore","Insessorial",3.11612447557346,1.3776054054909,-70.84993421,-1.95571127086603
"Atrichornithidae",2.9041650800285,3.17805383034795,4.22829253473184,2.12226153886276,4.47392189937814,3.49953328238302,0.405465108108164,0,0.565995394899462,0.405465108108164,2.18530317282082,1.32401459267868,9.75905466827698,16.55018061,7.09603362217704,5.88192866003967,"Forest","Carnivore","Terrestrial",1.42551507427317,3.39819287264186,152.23,-1.841493969
"Menuridae",3.73885938641896,4.65681341913993,5.60359374740077,0.974559639998131,6.23812929346354,6.85677772421727,0,0,2.40747829947995,0,3.16698582532964,2.43976501176993,12.0733764754388,15.8401383,6.88254400819435,11.2009233771718,"Forest","Carnivore","Terrestrial",1.9058319254879,3.42214314617762,151.315,-1.841493969
"Climacteridae",2.93689177368257,3.06605759040788,4.46162968528934,3.27660550423825,4.14245422283801,3.22570956439001,0.6190392083293,0,-0.0523717704707154,0.861482495520005,2.4941241048926,1.50801106884464,13.9354298116147,18.72957426,6.89067005216666,13.5884133081997,"Forest","Carnivore","Insessorial",2.76145554906688,3.22633366035079,138.8071429,-1.883746068
"Ptilonorhynchidae",3.37596953817795,3.67430000431073,4.94021282979971,2.86310272957028,4.6211989315343,4.98788728084642,0.233614851389838,0.0512932944375506,1.27807550095146,0.447429307024548,2.80607199509491,1.88244238336875,12.7424289660105,21.32888708,7.68906940435596,13.2601274359467,"Forest","Omnivore","Insessorial",2.08429814974384,2.55747207908398,142.1926316,-1.883746068
"Maluridae",2.65390195803124,3.12208955618051,4.00408929313541,2.34270684239991,4.29443270166781,2.69631494488379,0.73895671659124,0,-0.685151233518786,0.959775843771341,2.28555170348705,1.16046123802295,13.71425362309,21.82433588,7.0293279745756,13.789088482347,"Grassland","Carnivore","Terrestrial",2.27390859450804,3.10374120231774,135.2969231,-1.69866795978571
"Dasyornithidae",2.91596730526563,3.34521474702873,4.34553552604825,1.84054963339749,4.63828253776077,3.86002771037999,0.693147180559945,0,0.545192267269698,0.693147180559945,2.08442661366046,1.28227729762595,9.19058892333635,15.41342572,6.78775400737103,7.70930833338587,"Shrubland","Omnivore","Generalist",1.67335123817775,3.54481660934083,137.2433333,-2.006493377
"Meliphagidae",3.17547281865103,3.1656895715428,4.5133088543041,2.95778983901437,4.33837209530435,3.58576061734881,0.403580093250129,0.127833371189885,-0.00708545263849661,0.789445014745799,2.34236462594,1.12633862137668,13.3703207719699,21.60103208,7.61164556121792,14.1267519762241,"Forest","Herbivore","Insessorial",2.24542465029322,2.67530137375,139.4771839,-2.09060278759887
"Acanthizidae",2.53772420581498,2.97509709620417,4.02025397371215,2.69405441001145,3.75344445794771,2.33870452232645,0.422272226546768,0.0495969414942108,-0.522183709975251,1.00105599844533,2.42465175060531,1.17169237746879,13.8408371675848,19.34384367,7.27968679184828,14.0525418119651,"Forest","Carnivore","Insessorial",2.59342734581171,3.07929350901923,134.1994643,-1.85989087125397
"Pardalotidae",2.15176220325946,2.9109910450989,4.09933210373314,3.28746861633381,3.42670267207052,2.34420676768487,0.693147180559945,0,-0.741161645661705,1.2947271675944,1.91684753318723,0.751672790638815,14.7879955851766,18.29518622,6.38756748925343,14.9335885707778,"Forest","Carnivore","Insessorial",3.07107163009981,3.43977686362963,139.84,-2.006493377
"Orthonychidae",2.87544610749152,3.54481660934083,4.58360600810631,2.35770439253058,4.4788508192716,4.48525988931553,0,0,0.8812354114149,0.154150680112973,2.5044758486981,1.52880134892976,11.3518716968932,18.6040058,7.61438449706601,10.8703319720862,"Forest","Carnivore","Terrestrial",2.06686275947298,2.86277214629776,146.0066667,-2.42099639
"Pomatostomidae",3.35689712276558,3.38031417074573,4.5302310993236,2.35327820730956,4.56288879373149,4.04690348762196,0.587786664902119,0.182321556793955,0.68247038589583,1.09861228866811,2.35005764854598,1.36533206870697,14.5592645572913,22.04905557,6.83578474150191,14.5988173130688,"Forest","Carnivore","Generalist",2.7821676970201,3.11980658865592,139.54,-2.42099639
"Cinclosomatidae",3.11794990627824,3.43881424523346,4.53977796722104,2.84258109405982,4.54965747605783,4.17145991243962,0.405465108108164,0.0953101798043249,0.41582195698175,0.773189888387328,1.97893799944611,1.10726464054722,13.4812589387462,21.65304296,7.4285559418109,11.3993647527471,"Forest","Carnivore","Terrestrial",2.40946445462114,2.85070650150373,139.437,-2.568692182
"Campephagidae",3.14364505048483,3.12799815970037,4.77161639362376,3.30576562566775,4.55508977807207,4.03013017148193,0.361369788488842,0.0791373203956803,0.65965880627335,0.68687756754635,2.07950469931035,1.13644726488772,13.9779586704046,23.34156084,7.65864516367898,13.7909010460534,"Forest","Carnivore","Insessorial",2.69269717186536,-2.83810333560041,105.7987805,-2.369183513
"Rhipiduridae",2.69286299307325,2.94558248984566,4.34247760680122,2.90070466242338,4.40756724395487,2.64416846903147,0.298492988588255,0,-0.691681589064026,0.741937344729377,2.19724905037009,0.940894905822238,13.3866629798965,23.70094437,7.84944418248134,14.0903907185075,"Forest","Carnivore","Insessorial",2.35104393971248,1.75218217075912,126.495,-2.26555776
"Dicruridae",3.37089436301026,3.08773119217904,4.90584700505592,3.22087382753087,4.92524244149817,4.02632524257259,0.342944751062314,0.0870113770729632,0.680723660729638,1.09861228866811,1.99925615077545,1.11499390594398,14.9831249455434,23.66734607,7.48138749170664,14.97895658169,"Forest","Carnivore","Insessorial",3.21948516306397,1.6884251182153,79.10857143,-2.317370637
"Monarchidae",2.91771260769239,2.99282482501876,4.40255375166989,2.86447172632156,4.31146282951472,3.01442739318205,0.327212911068881,0.130839600751264,-0.240618889449904,0.825318953820809,2.20771321520136,1.08124219665753,13.609063524415,23.45410272,7.73624266870866,13.6283364530195,"Forest","Carnivore","Insessorial",2.30366228990907,1.69314569047823,95.25066667,-2.513920317
"Corcoracidae",3.6163087612791,3.91701054693918,5.27683833487091,2.96784707006446,5.18402822014591,5.51342874616498,0.693147180559945,0,1.443912113892,1.23837423104327,2.57887491902688,1.46311208133792,14.6220370944224,19.49835686,6.37554795111416,15.2697491576144,"Woodland","Omnivore","Terrestrial",3.08831145484708,3.33594749645404,145.285,-2.513920317
"Ifritidae",2.79116510781272,3.28840188751681,4.37952350445576,2.50143595173921,3.9926809084456,3.46885603013597,0,0,0.258510695151501,0,2.26227762431183,1.34582084623814,11.4288096735417,15.98454062,8.04762492210761,11.6044192808036,"Forest","Carnivore","Insessorial",1.91250108692418,1.76985463384001,143.26,-2.317370637
"Paradisaeidae",3.73178707715821,3.73703062202588,5.07715356174183,2.46995807618829,5.14952021721983,5.13670190233198,0,0.0706175674866805,1.18734465290928,0.382992252483378,2.66145567685035,1.59196893832593,11.5740193244422,21.9800421,7.9601873908985,11.798927597613,"Forest","Omnivore","Insessorial",1.63019533768717,1.72728932175295,141.0341026,-2.513920317
"Laniidae",3.03212092587919,3.28895046388695,4.60693333672391,3.18343150138704,4.67007628705988,3.82947225318858,0.927986771753625,0.663294217622385,0.266478864800678,1.50481786322998,2.05405127837842,0.828104355024301,15.2367185257261,17.71392478,6.81890520925075,15.3862331598437,"Shrubland","Carnivore","Insessorial",3.1303724262768,3.15471056739241,52.6440625,-2.317370637
"Corvidae",3.76842753394082,3.8340443038112,5.34740604996569,3.13583922205986,5.13994947368181,5.53589591261017,0.557345639382702,0.147324714989735,1.84278902092189,1.36794522238225,2.7298494116766,1.64305238765395,15.0440591425925,18.16727681,7.25555253197777,16.0325021985656,"Forest","Omnivore","Insessorial",2.87194501989006,2.78054428082234,18.80449153,-2.49182131043333
"Mohouidae",2.52572864430826,3.29768700529249,4.25490323834469,2.98315349134713,4.22390976657674,2.99071973173045,0,0,0.146856215274821,1.09861228866811,2.53815168578816,1.34317200038909,11.2514026363962,8.743342719,7.68984872617486,12.7792630232629,"Forest","Omnivore","Insessorial",1.9154509415706,3.77689033143665,170.49,-2.568692182
"Machaerirhynchidae",2.76000994003292,2.76631910922619,4.07838454264337,2.92316158071916,3.9926809084456,2.41143949790613,0,0,-0.527632742082372,0.693147180559945,2.3612753727059,1.02823717410892,13.052675825397,22.12644537,8.00412342978879,12.5860045378401,"Forest","Carnivore","Insessorial",2.70068984669592,1.73518911773966,141.46,-2.568692182
"Artamidae",3.58444443588455,3.37886656117714,5.05995441865893,3.57035395549388,4.60895468273786,4.71760561531788,0.559615787935423,0.080042707365844,1.13269655881642,1.07992015550501,2.55144268004396,1.40443634339632,14.9041630669479,22.16296483,7.33501480853185,15.1749100874823,"Woodland","Carnivore","Aerial",2.96301536473938,2.81145881323518,137.86125,-2.22133580526087
"Rhagologidae",2.84490938381941,2.99573227355399,4.47506150064107,3.10009228887823,4.16666522380173,3.28840188751681,0,0,0.0745878569905726,0,2.28540064848214,1.09843685861449,11.9234158584874,17.99141087,8.04580077521217,11.755636321777,"Forest","Herbivore","Insessorial",2.28033948404673,1.61740608208328,141.21,-2.568692182
"Malaconotidae",3.20354146097405,3.39829462206233,4.50130613462439,2.26628185900064,4.43903860058252,3.83387343222752,0.50209194377092,0,0.412089783079802,0.82927935502998,2.22319143843163,1.19702573955409,14.6127994237099,22.82187656,7.0786369507711,13.6362175489264,"Forest","Carnivore","Insessorial",3.01172591301448,1.18906219159018,22.82111111,-2.568692182
"Platysteiridae",2.72920418027049,2.88960518081769,4.0625217047707,2.45663724568195,3.63249153439655,2.48533759108613,0.43936665982829,0,-0.272517635932009,0.719122666988847,2.05704948719394,1.1643725375673,14.1338624351686,22.84733372,7.13816065451057,13.4662308334306,"Forest","Carnivore","Insessorial",2.72436870772289,1.44017359469527,22.62107143,-2.568692182
"Vangidae",3.13609789845879,3.05190254523113,4.56197268698156,2.74191471526979,4.25875984062982,3.58567710183418,0.308301359572884,0.0273989744043306,-0.00198864304047451,0.945849534115699,2.15876552266968,1.1603854071019,14.1029050583212,23.11042286,7.3495422057112,13.2753121001419,"Forest","Carnivore","Insessorial",2.7618166254113,2.42467629560245,51.41285714,-2.568692182
"Neosittidae",2.58525462387354,2.80336038090653,4.38077585277223,3.36729582998647,3.65065824129374,2.59525470695687,0.510825623965991,0,-0.458929177977489,1.06471073699243,1.97651571836289,0.914697118747011,14.3133464774356,17.15120009,7.74281631402311,11.7099139348076,"Forest","Carnivore","Insessorial",2.70113747450101,2.50987022810287,139.9133333,-2.317370637
"Eulacestomatidae",2.72129542785223,2.94443897916644,4.23988686751276,2.58021682959233,3.94739014926544,2.99573227355399,0,0,-0.0943106794712413,0.842747298588699,2.06871798140809,1.01646324951288,11.393316137658,15.94015098,8.05903850045807,11.5285428758653,"Forest","Carnivore","Insessorial",1.86252854011626,1.68082790852077,141.64,-2.568692182
